person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,evaluation_text,label
26,300000,MORTGAGE,0.0,EDUCATION,D,25000,15.33,0,0.08,N,3,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达300000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为D，这清晰地表明其信用表现良好。贷款金额为25000元，贷款利率处于合理范畴，贷款占收入的百分比为8.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,300000,MORTGAGE,9.0,HOMEIMPROVEMENT,E,18000,16.45,0,0.06,N,3,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达300000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于MORTGAGE状态，这体现出其生活具备较高的安定性。就业时长约9.0年，足以证明其工作稳定性较强。此次贷款意图为HOMEIMPROVEMENT，从过往信用记录来看，信用等级被评定为E，这清晰地表明其信用表现良好。贷款金额为18000元，贷款利率处于合理范畴，贷款占收入的百分比为6.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,80690,RENT,8.0,PERSONAL,A,30000,7.49,1,0.37,N,3,借款人年龄26岁，收入为80690元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约8.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额30000元，贷款利率较高，贷款占收入的百分比达37.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
22,66300,RENT,4.0,MEDICAL,B,30000,12.69,1,0.38,N,3,借款人年龄22岁，收入为66300元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为MEDICAL，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额30000元，贷款利率较高，贷款占收入的百分比达38.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
26,89028,RENT,0.0,DEBTCONSOLIDATION,A,30000,6.62,1,0.34,N,3,借款人年龄26岁，收入为89028元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约0.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为A，这充分表明信用状况不容乐观。申请贷款金额30000元，贷款利率较高，贷款占收入的百分比达34.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
24,78000,RENT,4.0,DEBTCONSOLIDATION,D,30000,,1,0.38,Y,4,借款人年龄24岁，收入为78000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约4.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为D，这充分表明信用状况不容乐观。申请贷款金额30000元，贷款利率较高，贷款占收入的百分比达38.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为4年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,1
23,78000,RENT,7.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.38,Y,3,借款人年龄23岁，收入为78000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约7.0年，这反映出其工作稳定性欠佳。贷款意图为DEBTCONSOLIDATION，然而其信用等级仅为F，这充分表明信用状况不容乐观。申请贷款金额30000元，贷款利率较高，贷款占收入的百分比达38.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,92004,RENT,6.0,PERSONAL,C,30000,15.23,1,0.33,Y,3,借款人年龄23岁，收入为92004元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约6.0年，这反映出其工作稳定性欠佳。贷款意图为PERSONAL，然而其信用等级仅为C，这充分表明信用状况不容乐观。申请贷款金额30000元，贷款利率较高，贷款占收入的百分比达33.00%，还款压力较大。借款人曾有违约记录（Y），且信用历史长度为3年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
23,97000,RENT,7.0,VENTURE,B,30000,10.65,1,0.31,N,2,借款人年龄23岁，收入为97000元，这样的收入水平相对有限。住房情况是RENT，稳定性一般。就业时长约7.0年，这反映出其工作稳定性欠佳。贷款意图为VENTURE，然而其信用等级仅为B，这充分表明信用状况不容乐观。申请贷款金额30000元，贷款利率较高，贷款占收入的百分比达31.00%，还款压力较大。借款人曾有违约记录（N），且信用历史长度为2年，这些因素都显著增加了违约风险。综合全面考虑，该借款人还款能力存在很大疑问，务必谨慎审批贷款申请。,0
25,120000,RENT,9.0,EDUCATION,A,30000,7.9,0,0.25,N,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达120000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约9.0年，足以证明其工作稳定性较强。此次贷款意图为EDUCATION，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为30000元，贷款利率处于合理范畴，贷款占收入的百分比为25.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,280000,RENT,4.0,PERSONAL,C,10000,15.96,0,0.04,Y,3,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达280000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约4.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为C，这清晰地表明其信用表现良好。贷款金额为10000元，贷款利率处于合理范畴，贷款占收入的百分比为4.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
26,277104,RENT,0.0,VENTURE,B,20000,11.48,0,0.07,N,3,借款人年龄为26岁，展现出与其年龄相称的成熟与稳重。其年收入达277104元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约0.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为B，这清晰地表明其信用表现良好。贷款金额为20000元，贷款利率处于合理范畴，贷款占收入的百分比为7.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
23,277000,OWN,3.0,PERSONAL,A,35000,,0,0.13,N,4,借款人年龄为23岁，展现出与其年龄相称的成熟与稳重。其年收入达277000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约3.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为35000元，贷款利率处于合理范畴，贷款占收入的百分比为13.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
25,128000,RENT,9.0,PERSONAL,A,30000,7.29,0,0.23,N,4,借款人年龄为25岁，展现出与其年龄相称的成熟与稳重。其年收入达128000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于RENT状态，这体现出其生活具备较高的安定性。就业时长约9.0年，足以证明其工作稳定性较强。此次贷款意图为PERSONAL，从过往信用记录来看，信用等级被评定为A，这清晰地表明其信用表现良好。贷款金额为30000元，贷款利率处于合理范畴，贷款占收入的百分比为23.00%，还款压力相对较小。借款人无违约记录（N），且信用历史长度已有4年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
24,12000,OWN,2.0,VENTURE,E,1750,,0,0.15,Y,3,借款人年龄为24岁，展现出与其年龄相称的成熟与稳重。其年收入达12000元，这一可观的收入为按时偿还贷款提供了极为坚实的经济后盾。住房方面，处于OWN状态，这体现出其生活具备较高的安定性。就业时长约2.0年，足以证明其工作稳定性较强。此次贷款意图为VENTURE，从过往信用记录来看，信用等级被评定为E，这清晰地表明其信用表现良好。贷款金额为1750元，贷款利率处于合理范畴，贷款占收入的百分比为15.00%，还款压力相对较小。借款人无违约记录（Y），且信用历史长度已有3年，这进一步有力地证明其具备良好的信用习惯。综合各方面因素评估，该借款人经营状况稳健，还款意愿和能力都较强，非常建议批准贷款申请。,0
