person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,label,risk_analyst_eval,industry_specialist_eval,legal_advisor_eval
26,80690,RENT,8.0,PERSONAL,A,30000,7.49,1,0.37,N,3,0,"1. 年龄适中，信用评分A级，表明良好信用。
2. 月收入6690元，贷款占比37%，负担较轻。
3. 工作年限短，但无违约记录，信用历史良好。
4. 贷款用途个人，风险相对较低。

总体风险评级：低风险。",问题包括：1）缺少负债情况和资产信息；2）工作年限8个月是否稳定，需补充职业信息；3）借款用途不明确，需具体说明。,借款人年收入较高且信贷评分为A，未有违约记录，表现出良好的信用历史。虽然工作年限短，但借款用途明确，体现出积极还款意愿。总结判断：明确意愿。
22,66300,RENT,4.0,MEDICAL,B,30000,12.69,1,0.38,N,3,0,"- 年龄较小，工作年限短，收入稳定性不足。
- 信贷评分B，显示信用状况一般。
- 贷款金额占收入比例0.38，合理范围内。
- 无违约记录，信用历史良好。

总体风险评级：中风险。",问题：1）缺少负债情况、收入来源的具体细节；2）借款用途“MEDICAL”含糊，需明确具体；3）工作年限过短，可能影响信用评估。建议补充负债详情及用途说明。,借款人年收入66300元，贷款金额占比38%，无违约记录，工作时间虽短，但信用历史良好。借款用途为医疗，表现出一定的责任感和还款意愿。总体判断为：明确意愿。
26,89028,RENT,0.0,DEBTCONSOLIDATION,A,30000,6.62,1,0.34,N,3,0,"- 信用评分A级，信用记录良好，无违约。
- 年收入较高，负债占收入比例低（34%）。
- 工作经验不足，收入来源稳定性存疑。
- 借款用途为债务整合，需关注后续管理。

总体风险评级：中风险。",问题：1）工作年限为0月，缺失稳定收入来源。2）借款用途“DEBTCONSOLIDATION”不明确，需解释具体情况。3）无负债情况说明，难以评估整体财务状况。需补充工作性质、负债详情等信息。,借款人年龄较轻，年收入稳定，信用评分高且无违约记录，显示出积极的还款意愿。借款目的明确，但工作年限为零，可能影响还款能力。总体判断：明确意愿。
24,78000,RENT,4.0,DEBTCONSOLIDATION,D,30000,,1,0.38,Y,4,1,"- 信用评分D，信用记录差。
- 年收入78000元，贷款占比38%，负担较重。
- 工作仅4个月，稳定性不足。
- 过去有违约记录，风险高。
- 借款用途为债务整合，表明财务压力。

总体风险评级：高风险。",问题包括：1）收入来源不明确；2）负债情况缺失；3）工作年限过短可能影响贷款审批；4）利率显示为“nan%”，需具体数值。建议补充收入来源、负债情况及明确利率。,借款人年龄较轻，收入较低，工作时间短，信用评分为D且有违约记录，显示出潜在逃避动机。目的为债务整合，表明有还款意愿但责任感不足。判断：意愿不明。
23,78000,RENT,7.0,DEBTCONSOLIDATION,F,30000,18.62,1,0.38,Y,3,0,"- 信用评分F，表示较高违约风险。
- 年龄和工作年限较短，收入稳定性差。
- 负债占收入比例0.38，略高，需谨慎。
- 有违约记录，进一步加大信用风险。
- 贷款用途用于债务整合，存在再借风险。

总体风险评级：高风险。",发现的问题：1）缺失负债情况及收入来源；2）工作年限描述不清，7个月是否稳定就业；3）信贷评分等级为F与借款用途矛盾。需补充负债情况、收入来源及就业稳定性信息。,借款人年仅23岁，工作时间短，信贷评分为F且有违约记录，显示诚信程度低。借款用途为债务整合，可能存在逃避动机。总体判断：意愿不明。
23,92004,RENT,6.0,PERSONAL,C,30000,15.23,1,0.33,Y,3,0,"- 年龄较轻，工作经验不足。
- 年收入92004元，贷款金额占收入比例0.33，负担尚可。
- 信贷评分C，信用风险较高。
- 有违约记录，增加违约可能性。
- 信用历史仅3年，稳定性不足。

总体风险评级：高风险。",存在的问题：1）缺失负债情况和月收入信息；2）借款用途“个人”不明确；3）贷款状态“1”含糊。需补充负债详情、月收入及具体用途。,借款人年收入较低，信用评分C且有违约记录，表明责任感不足。虽然有借款用途，但缺乏目标规划。整体意愿可疑。
23,97000,RENT,7.0,VENTURE,B,30000,10.65,1,0.31,N,2,0,"- 年龄较小，工作经验不足，信用历史短。
- 年收入良好，但住房租赁限制稳定性。
- 信贷评分B，风险略高。
- 贷款金额占收入比例适中。
- 无违约记录，信用良好。

总体风险评级：中风险。",问题包括：1）缺失负债情况；2）借款用途“VENTURE”含糊不清，需明确具体项目；3）工作年限较短，需说明工作稳定性。需补充负债信息及借款用途详细说明。,借款人年收入较高且无违约记录，显示一定的责任感和诚信。贷款用途明确，但工作年限短可能影响稳定性。总体判断为：明确意愿。
25,120000,RENT,9.0,EDUCATION,A,30000,7.9,0,0.25,N,4,0,"- 信用记录良好，无违约记录，信贷评分等级A。
- 年收入较高，贷款金额占收入比例仅25%。
- 工作年限较短（9个月），收入稳定性需关注。
- 租房可能影响长期财务稳定性。
- 还款能力较强，但需监控未来收入变化。

总体风险评级：中风险。",问题：1）缺失负债情况，无法评估还款能力；2）描述清晰，但缺少对资金用途的具体说明；3）无自相矛盾表述。需补充负债信息及教育资金具体用途。,借款人年收入稳定，信贷评分高且无违约记录，显示出良好的信用和责任感。借款用途为教育，表明积极规划未来。总体判断：明确意愿。
26,280000,RENT,4.0,PERSONAL,C,10000,15.96,0,0.04,Y,3,0,"1. 信用评分C，表示信用状况较差。
2. 有违约记录，增加违约风险。
3. 年收入280000元，贷款金额占比低（4%），暂时还款能力可接受。
4. 工作年限短（4个月），收入稳定性存疑。
5. 租房无资产保障，风险加大。

总体风险评级：高风险。",问题包括：1）缺失负债情况、具体收入来源；2）工作年限仅4个月，需说明稳定性；3）违约记录与信贷评分不符，需解释。建议补充负债详情和收入来源。,借款人年收入较高，但工作年限短，信用评分低且有违约记录，显示出责任感不足。借款用途为个人，缺乏明确目标规划，意愿可疑。总结判断：可疑态度。
26,277104,RENT,0.0,VENTURE,B,20000,11.48,0,0.07,N,3,0,"- 年龄较轻，工作经验不足，存在收入不稳定风险。
- 年收入稳定，但住房为租赁，资产积累有限。
- 信贷评分为B，信用状况一般。
- 贷款金额占收入比例低，负担较轻。
- 无违约记录，信用历史尚可。

总体风险评级：中风险。",问题包括：1）缺少负债情况及经营时间信息；2）工作年限为0.0月不合理，需明确是否为刚入职；3）借款用途“VENTURE”描述不清，需说明具体项目。,借款人年收入稳定，信贷评分较好且无违约记录，显示出一定的责任感和诚信。借款用于创业，表明有明确目标。总体判断：明确意愿。
23,277000,OWN,3.0,PERSONAL,A,35000,,0,0.13,N,4,0,"- 年收入稳定，277000元。
- 借款金额35000元，占收入仅13%，负担轻。
- 信用评分A，无违约记录，信用良好。
- 工作年限较短（3个月），稳定性待考量。

总体风险评级：低风险。","发现的问题：1）缺失负债情况；2）借款用途描述含糊，需具体说明用途；3）利率为""nan%""，需确认。建议补充负债情况及具体借款用途。",借款人年收入高，信贷评分A，且无违约记录，显示出良好的信用状况和个人责任感。尽管工作年限较短，但无负面动机迹象，体现出积极还款意愿。判断为：明确意愿。
25,128000,RENT,9.0,PERSONAL,A,30000,7.29,0,0.23,N,4,0,"- 信用评分A，表明信用良好。
- 年收入128000元，贷款金额30000元，占比23%，负担合理。
- 工作年限9个月，稳定性有待提高。
- 无违约记录，信用历史4年，表现良好。
总体风险评级：低风险。",存在的问题：1）缺失负债情况，无法评估偿还能力；2）借款用途描述含糊，需明确具体用途；3）工作年限短，需补充稳定收入来源信息。建议补充负债、用途细节及收入稳定性说明。,借款人年龄较轻，收入稳定且信贷评分为A，未有违约记录，体现一定责任感和诚信。贷款金额占收入比例适中，借款用途个人化。综合评估，借款人表现出明确的还款意愿。
24,12000,OWN,2.0,VENTURE,E,1750,,0,0.15,Y,3,0,"- 年龄较小，工作经验不足，影响稳定性。
- 年收入较低，借款用途为创业，风险较大。
- 信用评分E，表示信用风险高。
- 有违约记录，增加违约可能性。
- 贷款金额占收入比例低，但整体信贷状况不佳。

总体风险评级：高风险。",问题：1）缺少负债情况和具体收入来源。2）“利率：nan%”不明确，需修正。3）“借款用途：VENTURE”不清楚，需具体说明。建议补充相关信息。,借款人年收入较低，工作时间短，且有违约记录，显示出信用风险。借款用途为创业，可能存在逃避还款的动机。综合考虑，借款人意愿可疑。
21,131000,RENT,0.0,VENTURE,A,30000,5.99,0,0.23,N,4,0,"- 年龄较小，工作经验不足，风险增加。
- 年收入131000元，贷款占比23%，负担较轻。
- 信贷评分A，信用良好，无违约记录。
- 住房租赁，缺乏资产抵押。
- 借款用途为创业，风险较高。

总体风险评级：中风险。",问题：缺失工作年限和收入来源的具体说明；借款用途“VENTURE”含糊，需明确具体项目。逻辑清晰但缺乏详细背景信息。建议补充工作性质和经营计划。,借款人年收入较高，信贷评分为A，无违约记录，显示出良好的信用状况。借款用途为创业，体现积极目标规划。尽管工作年限较短，但整体表现出明确的还款意愿。判断为：明确意愿。
22,275000,OWN,6.0,VENTURE,B,12000,11.58,0,0.04,N,2,0,"- 年龄较轻，工作经验不足，风险较高。
- 年收入较高，负债比例低（0.04），还款能力强。
- 信贷评分B，信用记录良好，无违约记录。
- 借款用于创业，风险相对较大。

总体风险评级：中风险。",问题：1）缺少负债情况和其他收入来源信息；2）借款用途“VENTURE”含糊，需明确经营项目；3）工作年限较短，需说明稳定性。建议补充负债、收入来源及项目详情。,借款人年收入高且无违约记录，拥有住房，显示出一定的责任感。贷款用途为创业，表明积极目标规划。信贷评分B虽有待提升，但整体表现出明确还款意愿。总结判断：明确意愿。
26,263000,MORTGAGE,0.0,EDUCATION,B,10000,,1,0.04,N,4,0,"- 年龄较轻，工作年限短，收入稳定但低。
- 信用评分B，虽无违约记录但风险偏高。
- 贷款金额占收入比例低，负担轻。
- 贷款用途教育，投资未来。

总体风险评级：中风险。",问题：1）缺失工作年限信息，需补充具体工作时间。2）描述不清，利率为“nan%”不合理。3）借款用途与收入来源未明确。需补充收入来源及使用教育贷款的具体计划。,借款人年收入高，贷款金额低，占比仅4%，且无违约记录，显示出较强的还款意愿。借款用途为教育，目标明确，责任感强。总体判断：明确意愿。
